Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Time_Period,Engagement_Class
Instagram,Story,Entertainment,6895,344,282,17627,480,53764,13.99,22,Tuesday,23.0,1564,Positive,Mid-tier,True,False,Night,1
LinkedIn,Poll,Gaming,135,72,39,12087,208,314413,0.08,4,Wednesday,8.0,1273,Negative,Macro,True,False,Night,0
Instagram,Photo,Travel,2485,297,180,31891,438,267799,1.11,8,Wednesday,2.0,349,Neutral,Macro,True,False,Morning,0
Twitter,Thread,Food,4755,83,1794,82844,225,270700,2.45,11,Wednesday,6.0,334,Positive,Macro,True,False,Morning,1
YouTube,Video,Technology,16027,610,584,952449,3346,159899,10.77,14,Wednesday,14.0,107,Neutral,Macro,True,False,Afternoon,1
LinkedIn,Document,Gaming,1756,33,116,20375,202,429876,0.44,17,Wednesday,2.0,1618,Negative,Macro,True,False,Evening,0
TikTok,Video,Fitness,20453,1334,627,338354,1842,268255,8.36,17,Wednesday,19.0,20,Positive,Macro,True,False,Evening,1
Instagram,Carousel,Health,7480,402,135,30722,445,276016,2.9,20,Wednesday,17.0,236,Positive,Macro,True,False,Evening,1
TikTok,Duet,Entertainment,36592,327,2775,115230,2553,471866,8.41,0,Thursday,1.0,110,Neutral,Macro,True,False,Night,1
Twitter,Poll,Technology,2235,55,1287,72094,115,170665,2.1,1,Thursday,16.0,810,Neutral,Macro,True,False,Night,0
YouTube,Video,Lifestyle,9014,651,1819,336415,3205,290432,3.95,2,Thursday,4.0,95,Negative,Macro,True,True,Night,1
LinkedIn,Poll,Gaming,1750,42,373,27883,75,226382,0.96,5,Thursday,11.0,1071,Positive,Macro,True,False,Morning,0
Instagram,Story,Sports,6678,81,122,19446,558,211923,3.25,6,Thursday,25.0,736,Positive,Macro,True,False,Morning,1
YouTube,Short,Entertainment,15486,347,1224,529926,2886,416825,4.09,9,Thursday,28.0,88,Neutral,Macro,True,True,Morning,1
YouTube,Live,Technology,3691,476,1098,661951,3661,286934,1.83,19,Thursday,25.0,574,Negative,Macro,True,False,Evening,0
Instagram,Story,Technology,7170,455,270,30559,633,205121,3.85,21,Thursday,8.0,720,Negative,Macro,True,False,Night,1
Facebook,Post,Entertainment,6011,337,121,70319,704,314823,2.05,23,Thursday,7.0,1669,Positive,Macro,False,True,Night,0
Instagram,Reel,Fitness,473,240,25,45950,459,118148,0.62,3,Friday,26.0,319,Neutral,Macro,True,True,Night,0
Instagram,Story,Fitness,2553,96,106,41898,507,261478,1.05,8,Friday,29.0,1847,Negative,Macro,True,False,Morning,0
Facebook,Live,Technology,5536,259,21,13917,55,207605,2.8,9,Friday,2.0,121,Neutral,Macro,True,True,Morning,1
Twitter,Poll,Travel,2368,101,729,93973,484,272965,1.17,12,Friday,9.0,392,Positive,Macro,True,False,Afternoon,0
Instagram,Photo,Fashion,6206,151,241,43602,836,445619,1.48,15,Friday,28.0,1306,Neutral,Macro,True,False,Afternoon,0
TikTok,Video,Business,41610,829,233,236042,718,414409,10.3,17,Friday,11.0,101,Negative,Macro,True,False,Evening,1
Instagram,Photo,Fashion,6054,212,64,19115,320,264052,2.4,7,Saturday,7.0,1260,Neutral,Macro,True,True,Morning,1
TikTok,Video,Sports,4189,122,2492,327453,2327,107869,6.31,9,Saturday,4.0,260,Positive,Macro,True,False,Morning,1
Instagram,Story,Education,2113,48,231,26316,408,161692,1.48,11,Saturday,20.0,620,Neutral,Macro,True,False,Morning,0
YouTube,Video,Health,10970,646,482,553073,1401,439999,2.75,12,Saturday,12.0,400,Positive,Macro,True,False,Afternoon,1
TikTok,Video,Education,38218,1236,4510,181375,963,403020,10.91,16,Saturday,18.0,485,Neutral,Macro,False,True,Afternoon,1
Twitter,Thread,Gaming,3537,26,512,66633,272,426943,0.95,17,Saturday,9.0,1455,Neutral,Macro,True,False,Evening,0
Instagram,Photo,Gaming,3622,245,171,39246,303,439901,0.92,20,Saturday,10.0,537,Negative,Macro,True,True,Evening,0
Instagram,Photo,Fashion,8546,207,234,21224,730,127434,7.05,1,Sunday,6.0,1502,Positive,Macro,True,False,Night,1
LinkedIn,Document,Fashion,672,90,365,8426,223,415532,0.27,2,Sunday,23.0,1041,Positive,Macro,True,False,Night,0
Facebook,Live,Gaming,313,96,229,30208,758,181885,0.35,4,Sunday,18.0,342,Neutral,Macro,True,False,Night,0
Twitter,Retweet,Travel,703,273,1530,80509,366,409741,0.61,5,Sunday,27.0,1774,Neutral,Macro,True,False,Morning,0
Twitter,Thread,Sports,1120,45,722,57869,322,329234,0.57,6,Sunday,23.0,310,Neutral,Macro,False,True,Morning,0
YouTube,Community Post,Health,5388,522,979,74836,3442,136789,5.04,11,Sunday,22.0,1486,Positive,Macro,True,False,Morning,1
TikTok,Duet,Education,10611,1076,3559,146630,576,394640,3.86,13,Sunday,6.0,318,Negative,Macro,True,False,Afternoon,1
Instagram,Story,Entertainment,1410,13,173,19015,851,93835,1.7,16,Sunday,28.0,1811,Negative,Mid-tier,False,False,Afternoon,0
Facebook,Story,Technology,5031,305,941,64842,132,103395,6.07,23,Sunday,5.0,168,Positive,Macro,True,False,Night,1
Facebook,Post,Fashion,484,204,736,51427,194,262224,0.54,0,Monday,23.0,1643,Neutral,Macro,True,False,Night,0
Facebook,Video,Gaming,7469,7,161,851,250,140341,5.44,3,Monday,11.0,205,Neutral,Macro,True,True,Night,1
Instagram,Reel,Fashion,4507,349,290,10836,967,162007,3.18,9,Monday,29.0,430,Positive,Macro,False,False,Morning,1
TikTok,Video,Health,4586,392,4131,317141,918,122177,7.46,11,Monday,17.0,147,Neutral,Macro,True,True,Morning,1
Instagram,Story,Sports,484,11,158,43498,692,51227,1.27,14,Monday,0.0,1762,Negative,Mid-tier,True,False,Afternoon,0
YouTube,Live,Sports,9365,109,1164,557420,3412,185489,5.74,19,Monday,22.0,57,Positive,Macro,True,False,Evening,1
TikTok,Video,Lifestyle,43148,340,1824,71714,2601,10571,428.64,23,Monday,1.0,508,Negative,Micro,False,False,Night,1
TikTok,Stitch,Travel,31633,832,961,131794,2541,58295,57.34,7,Tuesday,13.0,245,Negative,Mid-tier,True,False,Morning,1
YouTube,Short,Education,18120,67,675,320996,207,159822,11.8,7,Tuesday,26.0,226,Negative,Macro,True,False,Morning,1
Twitter,Poll,Travel,4795,10,1206,16987,100,386717,1.55,12,Tuesday,15.0,1973,Neutral,Macro,False,False,Afternoon,0
Instagram,Photo,Travel,9186,369,177,12348,993,131372,7.41,13,Tuesday,20.0,297,Negative,Macro,True,True,Afternoon,1
LinkedIn,Document,Gaming,1830,34,264,28996,89,51556,4.13,23,Tuesday,25.0,1969,Neutral,Mid-tier,True,False,Night,1
YouTube,Video,Fashion,11145,948,757,237576,3844,165565,7.76,23,Tuesday,8.0,303,Positive,Macro,True,True,Night,1
LinkedIn,Post,Lifestyle,1374,94,479,29167,228,31552,6.17,23,Tuesday,19.0,120,Negative,Micro,True,True,Night,1
Facebook,Post,Education,3993,97,323,4517,131,140748,3.14,1,Wednesday,15.0,56,Positive,Macro,True,False,Night,1
TikTok,Stitch,Fashion,28044,1976,2964,29336,1810,481961,6.84,4,Wednesday,18.0,506,Negative,Macro,False,False,Night,1
LinkedIn,Poll,Business,946,118,371,19140,79,119280,1.2,5,Wednesday,28.0,158,Neutral,Macro,True,False,Morning,0
YouTube,Live,Education,12863,353,515,800362,4353,70877,19.37,7,Wednesday,7.0,114,Neutral,Mid-tier,True,False,Morning,1
Instagram,Photo,Fashion,6619,33,73,22273,771,117674,5.71,8,Wednesday,14.0,1622,Neutral,Macro,True,False,Morning,1
Twitter,Tweet,Technology,3667,297,748,22661,60,45366,10.39,9,Wednesday,18.0,1353,Positive,Micro,True,False,Morning,1
TikTok,Video,Fitness,48498,1296,1549,113304,2609,274943,18.67,13,Wednesday,27.0,339,Positive,Macro,True,True,Afternoon,1
TikTok,Video,Sports,11376,1399,793,203752,2168,194449,6.98,19,Wednesday,9.0,444,Neutral,Macro,True,False,Evening,1
Instagram,Photo,Health,4364,60,243,40319,267,262252,1.78,23,Wednesday,11.0,1270,Positive,Macro,True,True,Night,0
Twitter,Poll,Fitness,3113,173,1632,88231,81,261947,1.88,23,Wednesday,28.0,569,Negative,Macro,False,False,Night,0
Twitter,Poll,Technology,599,149,1859,10857,478,119040,2.19,1,Thursday,2.0,719,Positive,Macro,True,False,Night,0
TikTok,Video,Entertainment,45313,337,3836,365306,2832,271882,18.2,1,Thursday,20.0,231,Neutral,Macro,True,False,Night,1
LinkedIn,Article,Education,1951,72,311,8572,167,228093,1.02,3,Thursday,5.0,135,Positive,Macro,True,False,Night,0
Facebook,Live,Lifestyle,837,139,825,10773,205,275388,0.65,4,Thursday,7.0,375,Positive,Macro,True,False,Night,0
Instagram,Carousel,Technology,8342,294,174,15178,937,308865,2.85,7,Thursday,26.0,870,Positive,Macro,True,True,Morning,1
TikTok,Stitch,Gaming,2071,1290,1211,451288,582,114666,3.99,12,Thursday,13.0,34,Positive,Macro,True,False,Afternoon,1
TikTok,Video,Travel,46976,1956,3976,115847,2275,369157,14.33,13,Thursday,21.0,264,Negative,Macro,True,False,Afternoon,1
TikTok,Video,Fashion,17266,96,3606,402010,562,325890,6.43,18,Thursday,17.0,53,Positive,Macro,False,True,Evening,1
TikTok,Duet,Sports,44037,892,2319,480270,572,198836,23.76,21,Thursday,12.0,556,Positive,Macro,True,False,Night,1
Twitter,Poll,Health,3769,151,879,89406,437,261770,1.83,22,Thursday,21.0,1473,Negative,Macro,True,False,Night,0
Facebook,Video,Lifestyle,725,378,774,79671,332,330572,0.57,0,Friday,2.0,316,Positive,Macro,True,True,Night,0
Instagram,Photo,Food,9604,430,267,25262,49,37858,27.21,0,Friday,13.0,93,Negative,Micro,True,False,Night,1
Instagram,Carousel,Food,8417,153,179,26011,391,287672,3.04,12,Friday,24.0,109,Neutral,Macro,True,False,Afternoon,1
Twitter,Poll,Fitness,2400,18,1452,9515,27,439716,0.88,15,Friday,22.0,511,Neutral,Macro,False,False,Afternoon,0
Facebook,Post,Food,6585,120,325,68170,206,400708,1.75,16,Friday,28.0,1542,Positive,Macro,True,False,Afternoon,0
TikTok,Video,Food,44647,1386,4739,87624,372,488724,10.39,21,Friday,19.0,225,Neutral,Macro,True,False,Night,1
Facebook,Video,Fitness,5780,145,85,57983,414,127495,4.71,7,Saturday,7.0,533,Positive,Macro,True,False,Morning,1
Instagram,Photo,Gaming,5386,200,298,47996,452,307700,1.91,8,Saturday,13.0,1308,Neutral,Macro,True,False,Morning,0
Twitter,Retweet,Technology,3521,126,527,38345,321,212749,1.96,19,Saturday,24.0,1223,Positive,Macro,False,False,Evening,0
YouTube,Live,Technology,8730,466,387,283187,3255,327029,2.93,3,Sunday,17.0,185,Positive,Macro,True,False,Night,1
Twitter,Poll,Lifestyle,1141,177,1773,63323,79,49528,6.24,4,Sunday,15.0,1294,Neutral,Micro,False,False,Night,1
YouTube,Short,Travel,18083,277,467,804959,3792,379782,4.96,5,Sunday,24.0,72,Positive,Macro,True,False,Morning,1
Twitter,Poll,Travel,912,290,1498,18355,107,470421,0.57,8,Sunday,12.0,1359,Negative,Macro,True,True,Morning,0
Twitter,Retweet,Technology,2983,177,324,53509,368,16860,20.66,11,Sunday,4.0,420,Neutral,Micro,True,False,Morning,1
Instagram,Reel,Health,1469,108,63,12328,830,459961,0.36,17,Sunday,16.0,430,Positive,Macro,True,False,Evening,0
TikTok,Duet,Fitness,22312,1255,2281,390939,2689,489066,5.29,20,Sunday,1.0,48,Neutral,Macro,True,True,Evening,1
LinkedIn,Poll,Fashion,1305,127,350,10458,48,281612,0.63,20,Sunday,19.0,717,Positive,Macro,False,True,Evening,0
TikTok,Stitch,Food,42262,1465,4681,118742,2521,50594,95.68,5,Monday,15.0,372,Neutral,Mid-tier,True,True,Morning,1
Instagram,Story,Business,8062,258,212,7577,860,468622,1.82,7,Monday,13.0,419,Neutral,Macro,True,False,Morning,0
Facebook,Post,Technology,7901,312,813,3748,480,193720,4.66,12,Monday,1.0,765,Negative,Macro,False,True,Afternoon,1
YouTube,Short,Health,13388,681,990,942967,2031,4930,305.46,20,Monday,24.0,535,Positive,Nano,True,False,Evening,1
YouTube,Live,Gaming,19219,610,1448,135229,4737,114653,18.56,15,Tuesday,8.0,568,Positive,Macro,True,False,Afternoon,1
YouTube,Community Post,Travel,7134,579,38,736588,384,238956,3.24,17,Tuesday,25.0,1004,Neutral,Macro,True,False,Evening,1
Instagram,Story,Fitness,8053,16,69,24990,338,27111,30.02,17,Tuesday,5.0,307,Positive,Micro,False,False,Evening,1
Facebook,Live,Lifestyle,3403,123,92,10232,580,86384,4.19,23,Tuesday,27.0,540,Positive,Mid-tier,True,False,Night,1
LinkedIn,Document,Health,1236,5,179,22027,179,284627,0.5,9,Wednesday,4.0,340,Positive,Macro,True,False,Morning,0
LinkedIn,Post,Food,1764,1,3,16069,229,285309,0.62,9,Wednesday,29.0,96,Neutral,Macro,True,False,Morning,0
Instagram,Carousel,Health,4100,405,147,21162,830,419792,1.11,10,Wednesday,24.0,1863,Positive,Macro,True,False,Morning,0
Facebook,Live,Sports,7327,247,357,59370,233,163730,4.84,21,Wednesday,3.0,364,Positive,Macro,False,True,Night,1
Twitter,Thread,Business,746,238,982,10840,221,131598,1.49,21,Wednesday,25.0,774,Negative,Macro,True,False,Night,0
LinkedIn,Post,Business,487,125,26,11445,104,315548,0.2,2,Thursday,5.0,1871,Positive,Macro,True,True,Night,0
Instagram,Story,Entertainment,4013,203,92,45515,668,206180,2.09,3,Thursday,20.0,311,Positive,Macro,False,False,Night,0
TikTok,Video,Education,20645,1876,3648,211422,507,154014,16.99,6,Thursday,4.0,256,Positive,Macro,True,True,Morning,1
Facebook,Live,Travel,4463,275,762,71892,46,430414,1.28,8,Thursday,2.0,560,Neutral,Macro,True,False,Morning,0
Instagram,Photo,Health,1544,161,295,36056,861,2150,93.02,9,Thursday,2.0,1551,Neutral,Nano,True,False,Morning,1
Facebook,Live,Entertainment,7058,66,854,18043,787,157088,5.08,12,Thursday,29.0,328,Neutral,Macro,True,False,Afternoon,1
Facebook,Post,Gaming,2780,382,650,73812,771,403291,0.95,13,Thursday,4.0,966,Positive,Macro,True,False,Afternoon,0
YouTube,Short,Travel,16201,371,1054,884003,4873,145928,12.08,20,Thursday,19.0,558,Neutral,Macro,True,False,Evening,1
Instagram,Photo,Gaming,3154,264,88,27047,274,329245,1.06,5,Friday,14.0,1630,Neutral,Macro,True,False,Morning,0
LinkedIn,Document,Lifestyle,361,70,39,1620,112,76842,0.61,5,Friday,29.0,1135,Neutral,Mid-tier,True,False,Morning,0
Twitter,Retweet,Education,264,39,732,5734,76,205499,0.5,5,Friday,14.0,1127,Neutral,Macro,True,True,Morning,0
TikTok,Duet,Technology,7104,1016,3210,104524,615,4279,264.78,10,Friday,29.0,364,Positive,Nano,True,False,Morning,1
Facebook,Video,Business,2605,289,288,56998,749,139016,2.29,10,Friday,8.0,574,Positive,Macro,True,True,Morning,0
Facebook,Post,Health,2847,133,11,28275,760,317494,0.94,19,Friday,26.0,966,Neutral,Macro,True,False,Evening,0
Instagram,Reel,Gaming,2622,438,158,2627,877,72804,4.42,20,Friday,3.0,165,Negative,Mid-tier,True,False,Evening,1
YouTube,Video,Education,6659,103,1932,628901,31,170735,5.09,20,Friday,21.0,305,Neutral,Macro,True,False,Evening,1
Facebook,Story,Gaming,4495,226,615,47231,492,428034,1.25,20,Friday,8.0,1445,Neutral,Macro,True,False,Evening,0
Facebook,Post,Health,4316,68,419,47694,754,85048,5.65,21,Friday,11.0,1173,Positive,Mid-tier,True,False,Night,1
TikTok,Stitch,Health,33864,1921,1455,419809,2595,400549,9.3,21,Friday,1.0,461,Positive,Macro,True,True,Night,1
Facebook,Live,Health,5849,339,974,70307,542,362404,1.98,2,Saturday,28.0,132,Positive,Macro,True,False,Night,0
Twitter,Retweet,Fashion,2412,51,1298,77907,50,207276,1.81,10,Saturday,13.0,1834,Neutral,Macro,False,False,Morning,0
TikTok,Stitch,Education,41035,1375,2820,41719,2439,75776,59.69,12,Saturday,7.0,511,Negative,Mid-tier,True,False,Afternoon,1
Twitter,Poll,Business,2462,115,837,96211,406,344836,0.99,14,Saturday,29.0,872,Positive,Macro,True,True,Afternoon,0
TikTok,Video,Sports,6931,13,3467,207192,2630,478084,2.18,18,Saturday,12.0,523,Positive,Macro,True,False,Evening,0
Instagram,Photo,Fashion,6773,210,237,4142,779,77883,9.27,20,Saturday,20.0,554,Positive,Mid-tier,True,True,Evening,1
Twitter,Tweet,Entertainment,3391,129,998,7844,174,12304,36.72,23,Saturday,28.0,969,Neutral,Micro,True,False,Night,1
Facebook,Live,Gaming,3132,335,80,14866,324,376595,0.94,0,Sunday,23.0,332,Neutral,Macro,True,False,Night,0
LinkedIn,Poll,Lifestyle,1120,94,53,28326,282,105718,1.2,2,Sunday,24.0,762,Positive,Macro,True,False,Night,0
Facebook,Video,Sports,4650,389,420,11202,794,446124,1.22,6,Sunday,24.0,433,Neutral,Macro,True,False,Morning,0
TikTok,Duet,Sports,20850,1993,1143,122828,1019,248852,9.64,7,Sunday,13.0,297,Neutral,Macro,True,True,Morning,1
Instagram,Story,Fashion,8577,67,256,41343,562,296010,3.01,7,Sunday,3.0,928,Positive,Macro,True,False,Morning,1
Instagram,Photo,Education,6310,140,297,46080,110,465578,1.45,10,Sunday,9.0,1600,Negative,Macro,True,False,Morning,0
Instagram,Story,Gaming,4958,331,134,47546,491,256530,2.11,17,Sunday,15.0,1831,Neutral,Macro,True,False,Evening,0
Facebook,Post,Technology,6732,248,507,7889,247,74545,10.04,22,Sunday,14.0,1079,Positive,Mid-tier,True,False,Night,1
Twitter,Tweet,Health,826,42,893,7820,325,209997,0.84,3,Monday,8.0,1369,Negative,Macro,True,False,Night,0
Instagram,Story,Travel,6042,55,35,15840,598,50950,12.04,9,Monday,22.0,1098,Positive,Mid-tier,True,True,Morning,1
Instagram,Photo,Education,1749,416,17,30213,145,183668,1.19,14,Monday,19.0,74,Positive,Macro,True,False,Afternoon,0
YouTube,Video,Gaming,12591,21,270,21180,2795,395914,3.25,16,Monday,28.0,386,Positive,Macro,True,False,Afternoon,1
TikTok,Duet,Fitness,42659,321,1281,117661,2277,424806,10.42,20,Monday,5.0,371,Positive,Macro,True,False,Evening,1
Facebook,Live,Travel,7371,223,359,61252,317,8221,96.74,3,Tuesday,7.0,438,Negative,Nano,True,False,Night,1
YouTube,Short,Business,11800,420,314,580779,4928,484082,2.59,4,Tuesday,12.0,217,Neutral,Macro,True,True,Night,1
Facebook,Post,Lifestyle,6083,241,480,46111,157,249809,2.72,6,Tuesday,26.0,1280,Positive,Macro,False,False,Morning,1
Twitter,Poll,Lifestyle,1853,292,1450,61482,255,312629,1.15,7,Tuesday,8.0,383,Positive,Macro,True,False,Morning,0
Instagram,Photo,Travel,7451,145,197,18405,564,39920,19.52,9,Tuesday,18.0,1789,Neutral,Micro,True,True,Morning,1
Twitter,Poll,Lifestyle,127,69,1972,65577,148,109375,1.98,10,Tuesday,12.0,344,Positive,Macro,True,False,Morning,0
Instagram,Story,Technology,7309,187,206,43870,716,186786,4.12,12,Tuesday,1.0,896,Neutral,Macro,True,True,Afternoon,1
TikTok,Duet,Health,44045,1364,699,127194,797,364792,12.64,17,Tuesday,29.0,490,Neutral,Macro,True,False,Evening,1
TikTok,Stitch,Education,42738,573,2300,205357,2588,112990,40.37,17,Tuesday,24.0,489,Positive,Macro,False,False,Evening,1
Instagram,Reel,Lifestyle,5360,361,69,2362,788,454246,1.27,21,Tuesday,10.0,158,Positive,Macro,True,False,Night,0
LinkedIn,Post,Entertainment,384,52,213,8732,95,387212,0.17,21,Tuesday,28.0,1685,Negative,Macro,True,False,Night,0
TikTok,Video,Gaming,32599,1697,3085,204867,956,450457,8.3,1,Wednesday,23.0,556,Neutral,Macro,True,False,Night,1
Facebook,Story,Sports,5777,262,490,72227,12,49137,13.29,2,Wednesday,26.0,1293,Negative,Micro,True,False,Night,1
LinkedIn,Article,Technology,772,127,300,21560,103,417905,0.29,7,Wednesday,24.0,1436,Neutral,Macro,True,True,Morning,0
Twitter,Poll,Sports,4992,275,1781,47205,333,439521,1.6,11,Wednesday,8.0,1328,Neutral,Macro,True,True,Morning,0
Instagram,Photo,Health,5180,460,219,17205,677,176265,3.32,19,Wednesday,6.0,1517,Positive,Macro,True,False,Evening,1
Twitter,Poll,Fashion,3631,84,1925,8075,367,238409,2.37,20,Wednesday,1.0,607,Positive,Macro,True,False,Evening,1
Facebook,Post,Education,4417,344,995,67350,617,418360,1.38,3,Thursday,25.0,1081,Positive,Macro,False,True,Night,0
LinkedIn,Article,Entertainment,1596,22,111,10042,37,96236,1.8,4,Thursday,17.0,1136,Positive,Mid-tier,True,True,Night,0
Twitter,Poll,Technology,309,292,487,80845,238,175120,0.62,7,Thursday,26.0,1602,Neutral,Macro,True,False,Morning,0
Instagram,Reel,Gaming,782,285,278,32809,522,439446,0.31,15,Friday,2.0,549,Neutral,Macro,False,False,Afternoon,0
Twitter,Poll,Fashion,1518,107,784,53929,462,40208,5.99,23,Friday,4.0,1411,Positive,Micro,True,False,Night,1
LinkedIn,Poll,Business,1091,35,76,11683,293,241549,0.5,5,Saturday,22.0,1693,Neutral,Macro,True,True,Morning,0
Instagram,Story,Gaming,8250,105,296,42174,913,209420,4.13,6,Saturday,8.0,1767,Positive,Macro,True,False,Morning,1
LinkedIn,Document,Lifestyle,1374,45,175,27290,201,163487,0.98,8,Saturday,29.0,658,Negative,Macro,True,False,Morning,0
Instagram,Reel,Lifestyle,8897,278,224,8199,638,338949,2.77,9,Saturday,26.0,23,Negative,Macro,True,False,Morning,1
Facebook,Video,Technology,6403,229,699,63394,584,173179,4.23,11,Saturday,0.0,94,Neutral,Macro,True,True,Morning,1
Instagram,Story,Gaming,7504,454,89,44849,28,344637,2.33,12,Saturday,17.0,1876,Neutral,Macro,True,False,Afternoon,1
TikTok,Video,Sports,38293,1879,3817,22021,214,156443,28.12,15,Saturday,20.0,156,Negative,Macro,True,False,Afternoon,1
Instagram,Carousel,Education,6673,75,21,19524,959,122705,5.52,16,Saturday,3.0,1511,Positive,Macro,True,False,Afternoon,1
YouTube,Community Post,Business,502,760,1202,3631,2206,327754,0.75,18,Saturday,29.0,185,Positive,Macro,True,False,Evening,0
TikTok,Video,Travel,15059,111,3368,442474,2941,61215,30.28,1,Sunday,25.0,462,Neutral,Mid-tier,True,False,Night,1
Twitter,Tweet,Fitness,2879,53,269,82122,197,204015,1.57,2,Sunday,23.0,1418,Positive,Macro,True,True,Night,0
Instagram,Story,Health,2030,279,29,23930,822,164510,1.42,8,Sunday,1.0,135,Positive,Macro,False,True,Morning,0
Facebook,Video,Technology,5382,125,878,63199,619,37789,16.9,12,Sunday,7.0,353,Neutral,Micro,False,False,Afternoon,1
Instagram,Photo,Sports,6034,468,296,44331,372,118616,5.73,15,Sunday,25.0,450,Positive,Macro,True,False,Afternoon,1
Facebook,Live,Education,3503,177,828,12913,85,128316,3.51,16,Sunday,2.0,252,Negative,Macro,True,False,Afternoon,1
TikTok,Video,Lifestyle,17560,242,1850,197711,723,155444,12.64,16,Sunday,4.0,134,Positive,Macro,True,False,Afternoon,1
TikTok,Duet,Food,27009,1237,838,15360,994,253259,11.48,23,Sunday,15.0,409,Neutral,Macro,True,True,Night,1
Facebook,Video,Technology,7340,239,291,31796,394,30408,25.88,4,Monday,14.0,109,Neutral,Micro,True,False,Night,1
Twitter,Poll,Fitness,552,153,1130,26474,492,137662,1.33,6,Monday,17.0,1092,Positive,Macro,False,True,Morning,0
